pmcid,methods_materials,definitions_diagnosis_ranges,clusion_criteria,formula,misc
PMC4360821,"We classified the patients into four groups by these cut-off values of BMI and VFA as follows: BMI<25 and VFA<100 (OB(−)VA(−)), BMI≥25 and VFA<100 (OB(+)VA(−)), BMI<25 and VFA≥100 (OB(−)VA(+)), and BMI≥25 and VFA≥100 (OB(+)VA(+); figure 1).",1,0,0,0
PMC4360821,"Brachial-ankle pulse wave velocity (baPWV) was measured using a volume-plethysmographic apparatus (BP-203RPE II form PWV/ABI, Omron Healthcare Co., Kyoto, Japan), with subjects in the supine position after at least 5 min of rest.24
25",0,0,0,1
PMC4360821,The baPWV was calculated as reported previously.,0,0,1,0
PMC4360821,26,0,0,0,0
PMC4360821,We simultaneously measured baPWV on the right and left sides and the averaged values from each individual were subjected to statistical analysis.,0,0,0,0
PMC4360821,This study complies with the principles laid down in the Declaration of Helsinki.,0,0,0,0
PMC4360821,Figure 1The correlation between visceral fat area (VFA) and body mass index (BMI) in patients with type 2 diabetes.,0,0,0,0
PMC4360821,"OB(−)VA(−), patients with VFA<100 cm2 and BMI<25.0 kg/m2; OB(+)VA(−), those with VFA<100 cm2 and BMI≥25 kg/m2; OB(−)VA(+), those with VFA≥100 cm2 and BMI<25 kg/m2; OB(+)VA(+), those with VFA≥100 cm2 and BMI≥25 kg/m2.Statistical analysisStatistical analyses were performed using programs available in the SPSS V.21.0 statistical package (SPSS Inc., Chicago, Illinois, USA).",0,0,0,0
PMC4360821,Data are presented as the mean±SD or geometric mean with 95% CI as appropriate according to data distribution.,0,0,0,0
PMC4360821,"Glucose, aspartate aminotransferase, alanine aminotransferase, triglycerides, C reactive protein (CRP), brain-type natriuretic peptide, and urinary albumin and C-peptide excretion were logarithmically transformed because of skewed distributions.",0,0,0,0
PMC4360821,Categorical variables are presented as a percentage.,0,0,0,0
PMC4360821,Differences among the 4 groups were tested with a one-way analysis of variance (continuous variables) or χ2 test (categorical variables) followed by Tukey-Kramer methods for the post hoc analysis.,0,0,0,0
PMC4360821,Linear regression analysis with a stepwise procedure was used to assess the cross-sectional association of each manifestation of abdominal (VFA) and entire body weight (BMI) with baPWV.,0,0,0,0
PMC4360821,"The following covariates were incorporated in the analysis; age, gender, duration of diabetes, history of CVD, presence of proliferative diabetic retinopathy, smoking status, systolic blood pressure, triglycerides, high-density lipoprotein (HDL) cholesterol, low-density lipoprotein cholesterol, HbA1c, urinary albumin, eGFR, and the use of oral hypoglycemic agents, the use of calcium-channel blockers, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, statins, and antiplatelet agents.",0,0,0,0
PMC4360821,Differences were considered to be statistically significant at a p value less than 0.05.,0,0,0,0
PMC4210062,"Materials and MethodsThe present study was carried out at the outpatient department of medicine of Kasturba Medical College Hospital, Mangalore, India.",0,0,0,0
PMC4210062,"This study was undertaken after the approval by the institutional ethical committee in accordance with the ethical standards laid down in the Declaration of Helsinki, and obtaining consent from the study participants.",0,0,0,0
PMC4210062,A total of 122 patients with type 2 diabetes mellitus and 94 non‐diabetic healthy subjects who were willing to participate were enrolled into the present study.,0,1,0,0
PMC4210062,"Patients with diabetes mellitus were selected based on established diabetes mellitus, according to American Diabetes Association criteria.",0,1,0,0
PMC4210062,Exclusion criteria were diabetic patients with: (i) any comorbid state or medication known to affect HRV; (ii) heart disease in which regular sinus arrhythmia was lost; (iii) known neuropathy of other etiology; and (iv) smokers and alcohol consumers.,0,1,0,0
PMC4210062,All the participants were underwent a clinical examination.,0,0,0,0
PMC4210062,The height and weight of all the participants were measured.,0,0,0,1
PMC4210062,The body mass index was calculated using the formula: weight in kilograms (kg) divided by height in meters (m) squared.,0,0,1,0
PMC4210062,A 12‐lead electrocardiogram was carried out in all the participants.,0,0,0,0
PMC4210062,The San Antonio Consensus report states that at least one measurement should be carried out in five different diagnostic categories for diagnosing somatic neuropathy (PNP).,0,0,0,1
PMC4210062,The use of all categories together leads to a large degree of overdiagnosis.,0,0,0,0
PMC4210062,Manageability in the outpatient clinic is difficult because of the large number and complexity of the tests that have to be carried out11.,0,0,0,0
PMC4210062,"Therefore, PNP was diagnosed based on neurological examination of the peripheral somatic nervous system.",0,0,0,0
PMC4210062,The diverse pattern of clinical manifestations of PNP compelled us to adopt the neurological scoring system to define PNP based on neurological examination findings and symptoms of PNP.,0,0,0,0
PMC4210062,"However, to diagnose PNP, a minimum of four scores on neurological examination was a prerequisite.",0,0,0,0
PMC4210062,Cases with isolated signs or symptoms were excluded from the study (as a case of doubt).,0,1,0,0
PMC4210062,Neurological examination included the following.,0,0,0,0
PMC4210062,"Reflexes: biceps, quadriceps, Achilles.",0,0,0,0
PMC4210062,"Reflexes were graded as normal = 0, sluggish = 1 and absent = 2. Sensation: tested both in lower and upper limbs.",0,0,0,0
PMC4210062,"Sensation included vibration, pain, temperature and touch.",0,0,0,0
PMC4210062,"Sensory test response was scored as: normal = 0, impaired = 1 and severely impaired = 2. Muscle power: examined both in upper and lower limbs.",0,0,0,0
PMC4210062,"From normal to severally abnormal were graded as grade V = 0, grade IV = 1, grade III = 2, grade II = 3, grade I = 4, grade 0 = 5. Each PNP symptom was given one score.",0,0,0,0
PMC4210062,Fasting and postprandial blood sugars were measured in all the participants.,0,0,0,1
PMC4210062,Glycated hemoglobin (HbA1c) could be measured in 37 diabetics in the diaphragmatic breathing group and 37 diabetics in the conventional deep breathing group (a total of 74 diabetics) owing to financial constraints.,0,0,0,1
PMC4210062,Blood pressure was recorded in all the participants.,0,0,0,1
PMC4210062,Two readings were taken 5 min apart in the sitting position.,0,0,0,1
PMC4210062,The mean of the two was recorded as blood pressure.,0,0,0,0
PMC4210062,"Systolic and diastolic blood pressure were also recorded in the supine position, and then in the standing position with an interval of at least 2 min between positions.",0,0,0,1
PMC4210062,A sustained drop in systolic (>20 mmHg) or diastolic (>10 mmHg) blood pressure after standing for at least 2 min was considered as having orthostatic hypotension12.,1,0,0,0
PMC4210062,The diabetic patients were divided into groups of 61 for diaphragmatic breathing (DPB) and 61 for the deep breathing test (DBT).,0,0,0,0
PMC4210062,Non‐diabetic healthy participants were divided into groups of 47 for DPB and 47 for DBT.,0,0,0,0
PMC4210062,Consecutive alternate eligible diabetic patients and non‐diabetic healthy participants were allocated to the DPB and DBT groups at the time of entry into the study.,0,0,0,0
PMC4210062,"Furthermore, type 2 diabetics in the DPB and DBT groups were divided into three subgroups.",0,0,0,0
PMC4210062,"Group A were essentially with hypertension, but essentially free from PNP.",0,0,0,0
PMC4210062,"Group B were essentially with PNP, but essentially free from cardiovascular disease including hypertension.",0,0,0,0
PMC4210062,Group C were free from clinical evidence of any diabetes‐related complications.,0,0,0,0
PMC4210062,The National Glycohemoglobin Standardization Program (NGSP) and Japanese Diabetes Society (JDS) allow grading of glycemic control based on HbA1c values13.,0,0,0,0
PMC4210062,"Owing to a relatively smaller sample size, a correlation between HRV parameters and HBA1c was considered (instead of dividing them into four subgroups: excellent, good, fair and poor).",0,0,0,0
PMC4210062,"Study ProtocolThe following HRV parameters were quantified during DPB and the DBT from lead II electrocardiogram tracing of 60 s:
Expiratory:inspiratory ratio (E:I ratio).Standard deviation of all the N–N intervals (SDNN).",0,0,0,0
PMC4210062,Root mean square of successive N–N interval difference (r‐MSSD).,0,0,0,0
PMC4210062,Procedure Followed for DBTThis test was carried out in the morning when the participants were completely relaxed.,0,0,0,0
PMC4210062,"Before beginning the test, the participants were taught to breathe, at six breaths per min: 5 s for each inhalation and 5 s for each exhalation.",0,0,0,1
PMC4210062,The examiner raised his hand to signal the start of each inhalation and lowered to signal the start of each exhalation.,0,0,0,1
PMC4210062,Lead II electrocardiogram was then recorded continuously at a speed of 25 mm/s for 60 s while the participants breathed as instructed (Cardiart 108T/MK‐VII; BPL Ltd.,0,0,0,1
PMC4210062,"Bangalore, Karnataka, India).",0,0,0,0
PMC4210062,Procedure Followed for DPBThis was carried out in the morning when the participants were completely relaxed.,0,0,0,0
PMC4210062,This method was adopted from Kisner et al.5 with certain modifications.,0,0,0,1
PMC4210062,"The modification being, in addition to the breathing pattern, relaxation of the mind and concentration on the act of breathing were emphasized.",0,0,0,0
PMC4210062,The participants were taught to carry out this act of breathing at six respiratory cycles per min: 5 s for each inhalation and 5 s for each exhalation.,0,0,0,0
PMC4210062,"In the beginning, the participants were asked to rest for 5 min in the supine position.",0,0,0,0
PMC4210062,"Next, the participants were asked to place their right hand on their chest and left hand below the anterior costal margin.",0,0,0,0
PMC4210062,"Participants were asked to breathe in slowly and deeply through the nose, with the shoulders relaxed and upper chest still, allowing the abdomen to rise.",0,0,0,0
PMC4210062,The participants were told to slowly let all the air out using controlled expiration.,0,0,0,0
PMC4210062,"The participants' left hand would rise during inspiration and fall during expiration, whereas the right hand remained still.",0,0,0,0
PMC4210062,Precautions were taken to avoid hyperventilation.,0,0,0,0
PMC4210062,Lead I electrocardiogram was then recorded continuously at a speed of 25 mm/s for 60 s while the participants breathed as instructed (Cardiart 108T/MK‐VII; BPL Ltd.,0,0,0,0
PMC4210062,Bangalore).,0,0,0,0
PMC4210062,Assessment of E:I RatioThe R–R intervals were measured accurately from a lead II electrocardiogram recorded during the deep breathing test and diaphragmatic breathing separately.,0,0,0,0
PMC4210062,The longest interval during expiration and the shortest R‐R interval during inspiration was expressed as E:I ratio)14.Assessment of SDNNAll the R–R intervals recorded during DPB and the DBT from the lead II electrocardiogram were measured accurately and fed into a computer separately.,0,0,0,0
PMC4210062,"SDNN was then estimated with appropriate statistical functions using Microsoft Windows XP Professional (Microsoft Corporation, Redmond, WA, USA).",0,0,0,1
PMC4210062,The steps followed in computing SDNN were: (i) the mean of the entire set of R–R intervals was calculated; (ii) from each of the duration of R–R interval mean R–R interval was deducted; (iii) each R–R interval was squared; (iv) all the squared R–R intervals were summed; (v) squared R–R intervals were divided by 1–sample size; and (vi) the square root of the number obtained in step (v) was estimated.,0,0,0,0
PMC4210062,Assessment of r‐MSSDAll the R–R intervals recorded during diaphragmatic breathing and conventional deep breathing from lead II electrocardiogram were measured accurately and fed into a computer separately.,0,0,0,0
PMC4210062,r‐MSSD was then estimated with appropriate statistical functions using Microsoft Windows XP Professional (Microsoft Corporation).,0,0,0,0
PMC4210062,Steps followed in computing r‐MSSD.Step #1:,0,0,0,0
PMC4210062,The difference between the RR waveform and the delayed waveform was obtained.,0,0,0,0
PMC4210062,Step #2:,0,0,0,0
PMC4210062,The differences between the R–R intervals were squared.,0,0,0,0
PMC4210062,Step #3: sum of the squared differences were calculated.,0,0,0,0
PMC4210062,Step #4:,0,0,0,0
PMC4210062,The mean of the sum squared differences between the adjacent normal R–R intervals were derived.,0,0,0,0
PMC4210062,Step # 5:,0,0,0,0
PMC4210062,The square root of the mean of the sum squared differences between adjacent normal R–R intervals was derived.,0,0,0,0
PMC4210062,Step # 6:,0,0,0,0
PMC4210062,The square root of the mean of the sum squared differences between the adjacent normal R–R intervals in the record was divided by the number of R–R intervals within a given time minus one R–R interval.,0,0,0,0
PMC4210062,Standard deviation/r‐MSSD,0,0,0,0
PMC4210062,"EstimationFrom Standard deviation and r‐MSSD, Standard deviation/r‐MSSD was calculated.",0,0,0,0
PMC4210062,Statistical AnalysesStatistical analysis was carried out suitably by using Student's unpaired t‐test and Pearson's correlation coefficient test.,0,0,0,0
PMC4210062,The level of significance was determined by two‐tailed test.,0,0,0,0
PMC4210062,Statistical significance was taken to be as a P‐value <0.05.,0,0,0,0
PMC5337055,"MethodsPatients’ populationIn this cross-sectional study, 65 consecutive patients with HF who were scheduled for CRT at our university hospital, from september 2011 to september 2012, were enrolled.",0,0,0,0
PMC5337055,"The inclusion criteria were drug-refractory NYHA class III or IV HF, depressed left ventricular ejection fraction (LVEF) ≤35%, and prolonged QRS duration (≥120 ms).",0,1,0,0
PMC5337055,"Patients were excluded if they were right bundle branch block, non-sinus rhythms, or had CRT insertion within the last 3 months.",0,1,0,0
PMC5337055,The etiology of HF was considered ischemic in the presence of significant coronary artery disease (more than fifthy percent stenosis in at least one of the major coronary arteries) and/or previous revascularization or a history of myocardial infarction.,1,0,0,0
PMC5337055,"All patients were on angiotensin converting enzyme or angiotensin receptor blocker, beta-blockers and low dose of spironolactone before and after CRT implantation; if the patients were symptomatic, diuretic was added to medication.",0,0,0,0
PMC5337055,The study protocol was accepted by our local Ethical Committee.,0,0,0,0
PMC5337055,Written informed consent was obtained from all patients.,0,0,0,0
PMC5337055,Study protocolElectrocardiographyPatients’ resting 12-lead ECGs (0.5,0,0,0,0
PMC5337055,"Hz to 150 Hz, 25 mm/s, 10 mm/mV) were analyzed for fQRS complexes by an expert electrophysiologist who was blinded to the aims of the study and the results of the CRT.",0,0,0,0
PMC5337055,"In wide-complexes QRS, fQRS was defined by the presence of >2 notches on the R wave or the S wave and had to be present in ≥2 contiguous corresponding to a major myocardial segment (Fig. 1) (17).",1,0,0,0
PMC5337055,"The presence of fQRS in two or more contiguous anterior leads (V1, to V5), two or more lateral leads (I, aVL and V6), and in two or more inferior leads (II, III and aVF), and the presence of fQRS in V1 and V2 corresponded to the posterior myocardial segments were recorded.",0,0,0,0
PMC5337055,Figure 1Electrocardiography showing fragmented QRS complexCRT device implantationCRT device implantations were performed by electrophysi-ologists.,0,0,0,0
PMC5337055,Right atrial and right ventricular leads were implanted using a transvenous approach.,0,0,0,0
PMC5337055,LV leads were inserted by a transvenous approach through the coronary sinus into a cardiac vein in the majority of patients.,0,0,0,0
PMC5337055,"In two patients, when the transvenous lead failed to be placed due to procedural difficulty, a minimally invasive epicardial lead was placed by a cardiothoracic surgeon.",0,0,0,0
PMC5337055,"LV lead locationElectrophysiologists performed a pre-implantation coronary venous angiogram in at least 2 orthogonal views (left anterior oblique and right anterior oblique, 20° to 40°), stored post implantation fluoroscopic images in the same views, and obtained post procedural chest x-rays (anteroposterior and lateral views) before the patients was discharged.",0,0,0,0
PMC5337055,A detailed evaluation of the pre-implantation venogram and post implantation LV lead images was made to locate the final position of the LV lead.,0,0,0,0
PMC5337055,"EchocardiographyAll patients underwent transthoracic echocardiography (VIVID S6; General Electronic Company, Wauwatosa, WI, USA) by cardiologists who were blinded to the current study before and 3-6 month after the CRT implantation.",0,0,0,0
PMC5337055,"Left ventricular end-diastolic volume (LVEDV) and left ventricular end-systolic volume (LVESV) were recorded, and LVEF was calculated from the conventional apical two-and four-chamber images using the biplane Simpson’s technique.",0,0,0,0
PMC5337055,All the echocardiographic measurements after CRT implantation were made with the device in active pacing mode.,0,0,0,0
PMC5337055,"The response to CRT was defined as ≥15% decrease in LVESV at follow-up.Statistical analysisData were analyzed using a statistical software program (SPSS version 18.0; SPSS Inc, USA).",0,0,0,0
PMC5337055,Continues data were presented as mean±SD and were tested for normal distribution via the Kolmogorov-Smirnov (K-S) test.,0,0,0,0
PMC5337055,A comparison between clinical and echocardiographic variables before and after CRT was performed by paired sample t test.,0,0,0,0
PMC5337055,Categorical variables were compared by the chi-square test.,0,0,0,0
PMC5337055,Multivariate logistic regression analysis in backward-LR method was used for identifying variables to be predictive of the response to CRT.,0,0,0,0
PMC5337055,"The sensitivity, specificity, positive predictive value and negative predictive value were calculated.",0,0,0,0
PMC5337055,A p value <0.05 was considered significant.,0,0,0,0
PMC4212563,"MethodsData sourceData were extracted from the Children's Mercy Hospital Type 1 diabetes in Pediatrics database (CMH T1P database), which contains demographic, clinical, and laboratory data extracted from the electronic health records of patients with T1DM seen at CMH (Kansas City, Missouri, USA) and nine rural outreach locations since June 1, 1993.Inclusion/exclusion criteria for data sourceThe primary criterion for inclusion in the T1P database was a verifiable diagnosis of T1DM.",0,1,0,0
PMC4212563,"First, individuals with presumed T1DM were identified by an informatics query of billing records (N=4095).",0,0,0,0
PMC4212563,"Next, study personnel reviewed the most recent diabetes clinic documentation to confirm the clinical diagnosis of T1DM and to evaluate for additional medical conditions.",0,0,0,0
PMC4212563,Patients were considered to have T1DM based on the diagnosis noted by the provider in the record.,0,0,0,0
PMC4212563,"Overall, 583 patients did not have a verifiable diagnosis of T1DM (N=3512 included).",0,0,0,0
PMC4212563,"Exclusion criteria for the CMH T1P database included (1) diagnosis of type 2 diabetes mellitus, confirmed monogenic diabetes, cystic fibrosis-related diabetes, or iatrogenic diabetes; (2) chronic medical conditions that might result in a major change in glycemia (eg, systemic steroid treatment) or measurement of glycated hemoglobin (HbA1c; eg, chronic anemia or hemoglobinopathy); and (3) the presence of chromosomal or other genetic disorders (other than Down syndrome or Turner syndrome).",0,1,0,0
PMC4212563,"In total, 89 individuals were excluded by these criteria, leaving 3423 individuals in the T1P database.",0,0,0,0
PMC4212563,"Data collection for data source and study cohortTo create the T1P database, HbA1c data, race, and gender self-reported by the family were obtained by an informatics query of the electronic health record (EHR).",0,0,0,0
PMC4212563,"Race was specified in the EHR as white, black or African American, Asian, American Indian or Alaska Native, Native Hawaiian or Pacific Islander, Multi-racial, or Other.",0,0,0,0
PMC4212563,Ethnicity was specified as Hispanic or non-Hispanic.,0,0,0,0
PMC4212563,Age at onset of T1DM was obtained by trained study personnel via chart review.,0,0,0,0
PMC4212563,"When the date of diagnosis was not clearly documented, study personnel defined the diagnosis date as the date after which three criteria were met: (A) initiation of insulin therapy was documented, (B) HbA1c was screened and reported to be >6%, and (C) serum autoantibodies (anti-GAD, ICA512/IA2, and/or insulin autoantibodies) screened positive for T1DM.",1,0,0,0
PMC4212563,Patients not meeting the above criteria were considered to have an unknown date of diagnosis.,0,0,0,0
PMC4212563,"After selection of the final cohort included for the T1P database, a random sample of 100 charts was reviewed to ensure accuracy of all extracted data, which revealed 100% accuracy.",0,0,0,0
PMC4212563,"For the present study, patients were excluded if the date of T1DM onset was unknown (n=425), or if patients had either of the following: no HbA1c during the first 3 months (n=378) or no HbA1c during months 4–12 after diagnosis (n=402).",0,1,0,0
PMC4212563,"In total, 2218 participants were evaluable by these criteria; 29 239 HbA1c assessments were available in total (figure 1).",0,0,0,0
PMC4212563,"In order to ensure that only data representing near-complete HbA1c trajectory curves were included in this analysis, all HbA1c values recorded for a particular patient after a monitoring gap of >12 months were excluded from the present analysis (ie, the patients were included, but data after the monitoring gap were excluded).",0,1,0,0
PMC4212563,This criterion led to the exclusion of only 1135 HbA1c values (2%).,0,0,0,0
PMC4212563,"Figure 1Flow diagram of patients meeting inclusion/exclusion criteria for the present analysis (CMH, Children's Mercy Hospital; DM, diabetes mellitus; T1D, type 1 diabetes; HbA1c, glycated hemoglobin).",0,0,0,0
PMC4212563,"Variable definitionsIndependent variables included patient age at diagnosis, race, gender, and diagnostic era.",0,0,0,0
PMC4212563,"Age at diagnosis was also treated as a categorical variable and stratified into the following groups: 0–4, 5–9, and ≥10 years.",1,0,0,0
PMC4212563,"Diagnosis era was also defined as a categorical variable, using the following strata: pre-2000, 2000–2003, and 2004–2009, to coincide with the diabetes center's evolving policy to use split-regimen dosing, multiple daily injections, or continuous subcutaneous insulin infusion, respectively, as first-line therapy.",1,0,0,0
PMC4212563,The dependent variable was the HbA1c trajectory over the 5-year period after diagnosis.,0,0,0,0
PMC4212563,The trajectory of intraparticipant HbA1c values for each age group was constructed using third order polynomials and utilizing all available HbA1c values obtained more than 1 month following initiation of insulin therapy.,0,0,0,0
PMC4212563,HbA1c during the study period was measured in the CMH endocrine laboratory using methodologies that evolved from 1993 to 2009.,0,0,0,0
PMC4212563,"Initially, the Quik Sep manual ion exchange column was utilized, followed by the introduction of the BioRad diaStat (HPLC) in 1999, the BioRad Variant II (HPLC) in 2001, the Primus PDQ (Boronate Affinity) in 2004, and the Tosoh G8 (HPLC) in 2008.",0,0,0,0
PMC4212563,The point-of-care In2it (Boronate Affinity) was introduced in 2009 as an adjunct method of measurement (contemporary with the Tosh G8 HPLC) at certain CMH clinic locations geographically separated from the endocrinology laboratory at CMH.,0,0,0,0
PMC4212563,All instruments used from 1999 onward were certified by the National Glycohemoglobin Standardization Program (NGSP) as having documented traceability to the Diabetes Control and Complications Trial (DCCT) Reference Method.Statistical analysisBaseline characteristics were compared across the diagnostic age categories.,0,0,0,0
PMC4212563,Categorical variables were examined as frequencies and compared using χ2 or Fisher's exact test.,0,0,0,0
PMC4212563,Continuous variables were examined as means (±SDs) and compared using one-way analysis of variance.,0,0,0,0
PMC4212563,The p<0.05 was defined as the limit of statistical significance.,0,0,0,0
PMC4212563,"Results are reported as means (±SDs) or mean (upper, lower 95% confidence limits) unless otherwise specified.",0,0,0,0
PMC4212563,"Within-patient HbA1c trajectories were modeled using hierarchical linear models, including a random intercept by patients and fixed linear and polynomial coefficients.",0,0,0,0
PMC4212563,Mean trajectories were estimated within prespecified patient subgroups.,0,0,0,0
PMC4212563,"Trajectories were statistically compared using multiple-DF likelihood ratio tests, jointly testing all four cubic polynomial terms, and trajectory shapes were compared by jointly testing the linear, quadratic, and cubic terms.",0,0,0,0
PMC4212563,"After examining HbA1c trajectories, we noted an inflection point at approximately 1.5 years postdiagnosis.",0,0,0,0
PMC4212563,Post hoc analysis was performed to characterize the HbA1c rate of rise over time (HbA1c slope) during the first 1.5 years after diagnosis.,0,0,0,0
PMC4212563,"Intraparticipant HbA1c slope was determined using linear regression and utilizing all available HbA1c values during the first 1.5 years postdiagnosis, with the exception of HbA1c values obtained prior to initiation of insulin therapy (ie, at or preceding diagnosis).",0,0,0,0
PMC4212563,"We next performed a series of stratified analyses to determine whether HbA1c trajectories differed by gender, race, or diagnosis era after controlling for the age of diagnosis.",0,0,0,0
PMC4212563,"In these analyses, intraparticipant HbA1c trajectories were calculated and compared across diagnostic age subgroups within each stratum for gender, race, and diagnosis era using the statistical methods described above.",0,0,0,0
PMC4212563,Formal interaction tests were conducted for each of these factors with age at diagnosis.,0,0,0,0
PMC4212563,"Finally, the association between age at diagnosis and HbA1c trajectories was examined within strata based on the first HbA1c level after the initiation of insulin therapy (<7%, 7–9%, or >9% (<53, 53–75, or >75 mmol/mol), respectively), to account for differences in initial glycemic control.",0,0,0,0
PMC4212563,"Analyses were performed using SAS, V.9.3 (SAS Institute, Cary, North Carolina, USA).",0,0,0,0
PMC5336805,MethodsPatients and definitionsThe study was a cross-sectional study.,0,0,0,0
PMC5336805,The study participants were consecutive patients on warfarin therapy for more than 3 months who presented to the outpatient department of cardiology at Kocaeli Derince Training and Research Hospital.,0,1,0,0
PMC5336805,Patients who had AF or MHV or both were included in the study.,0,1,0,0
PMC5336805,Patients who had ACS or underwent percutaneous coronary intervention (PCI) or a revascularization procedure involving the peripheral arteries in the preceding year were excluded.,0,1,0,0
PMC5336805,"Because the vast majority of patients attend their routine follow-up once a month, a data collection time of 3 months was considered adequate for a single-center study.",0,0,0,1
PMC5336805,"Medical history, concomitant diseases, and treatment data were obtained through patient interviews or from hospital records.",0,0,0,0
PMC5336805,Major bleeding was defined as intracranial bleeding or any bleeding requiring transfusion under warfarin therapy.,1,0,0,0
PMC5336805,Other types of bleeding under warfarin therapy were classified as minor bleeding.,1,0,0,0
PMC5336805,Cerebrovascular accident (CVA) was defined as transient or permanent neurologic deficit of thromboembolic etiology.,1,0,0,0
PMC5336805,Coronary artery disease (CAD) was defined as documented history of myocardial infarction or the presence of more than 50% diameter stenosis of a coronary artery on coronary angiography.,1,0,0,0
PMC5336805,"Peripheral artery disease (PAD) was defined as angiographically or noninvasively (with ultrasound, computed tomography, magnetic resonance imaging) documented critical stenosis in the carotid, renal, or upper or lower extremity arteries.",1,0,0,0
PMC5336805,Vascular disease was defined as disease of either the coronary or peripheral arteries.,1,0,0,0
PMC5336805,Blood samples for international normalized ratio (INR) were drawn as a part of routine control.,0,0,0,0
PMC5336805,"Therapeutic INR ranges were 2.0-3.0 for patients with AF and aortic valve replacement (AVR) and 2.5-3.5 for patients with mitral valve replacement (MVR) and AVR plus AF, as described by the guidelines (6-10).",0,0,0,0
PMC5336805,Echocardiography was performed for patients without recent assessment.,0,0,0,0
PMC5336805,Left ventricular (LV) systolic dysfunction was accepted as an ejection fraction less than 40%.,0,0,0,0
PMC5336805,"CHADS-VASc [Congestive heart failure, Hypertension, Age>75 (doubled), Diabetes, Stroke (doubled), Vascular disease, Age 65-74 years, Sex category (female)] and HAS-BLED [Hypertension, Abnormal liver/kidney function (1 point each), Stroke, Bleeding history, Labile INR, Elderly (>65 years), Drugs/alcohol (1 point each)] scores were calculated at the time of the interview.",0,0,0,0
PMC5336805,"Although the HAS-BLED score was described for AF, it was also used in MHV replacement to estimate bleeding risk (11).",0,0,0,0
PMC5336805,"This study was approved by the local Ethics Committee (Clinical Research Ethics Committee of the Faculty of Medicine of Kocaeli University, number: KOÜ KAEK 2013/20).",0,0,0,0
PMC5336805,Patients who did not give written informed consent were not included in the study.,0,1,0,0
PMC5336805,Statistical analysisContinuous variables were presented as means ± standard deviations and compared using the student t-test.,0,0,0,0
PMC5336805,INR values and duration of warfarin therapy did not show normal distribution and were presented as median (25-75 percentiles) and compared using the Mann-Whitney U test.,0,0,0,0
PMC5336805,Categorical variables were presented as numbers (percentages) and compared using the chi square or Fisher’s exact test.,0,0,0,0
PMC5336805,A two-sided p value of <0.05 was considered statistically significant.,0,0,0,0
PMC5336805,Logistic regression analysis (LRA) was performed to determine independent correlates of bleeding episodes and warfarin–aspirin combination.,0,0,0,0
PMC5336805,"A stepwise model with backward selection method was used, and p values of <0.050 and of >0.100 were selected for inclusion to and exclusion from the next step, respectively.",0,0,0,0
PMC5336805,Results were tabulated as odds ratio (OR) and 95% confidence intervals (CI).,0,0,0,0
PMC5336805,"Statistical Package for the Social Sciences (SPSS for Windows, Version 11.0, SPSS Inc., Chicago, IL, USA) was used for the statistical analysis.",0,0,0,0
PMC3335898,"METHODSIn this prospective case-control study, we recruited 642 type 2 diabetic patients presenting at two outpatient clinics of the Akhavan Hospital in Kashan, Iran: 173 with a diagnosis of opium abuse (cases) and 469 without this diagnosis (controls).",0,0,0,0
PMC3335898,We obtained clinical and demographic information about all participants through a detailed questionnaire.,0,0,0,0
PMC3335898,"Opium use status was ascertained by self report; however, because of variation in opium quality and difficulty in uniform measurement across all study patients, the quantity of opium intake was not estimated.",0,0,0,0
PMC3335898,"However, all opium abusers reported having regularly used opium for at least 12 months prior to admission (as indicated by the question, ""Has the client continued to use opium despite recurrent problems aggravated by the substance use within the last 12-month period?"") [15].",1,0,0,0
PMC3335898,Data on the frequency and duration of opium intake was missing or incomplete in some cases.,0,0,0,0
PMC3335898,"Depressive symptomalogy and severity were assessed through administration of the Beck Depression Inventory (BDI) [16], and patients scoring over 16 were considered to be depressed.",1,0,0,0
PMC3335898,"A corresponding diagnosis was made based on the Diagnostic and Statistical Manual of Mental Disorders-IV, Text Revision, 2000 (DSM-IV TR) criteria [17].",1,0,0,0
PMC3335898,"To distinguish opium-induced major depressive disorder (MDD) from independent MDD, patients with a history of depression before beginning opium use, such as those who had used antidepressants or been hospitalized due to depression, were excluded.",0,1,0,0
PMC3335898,Patients were considered to have hypertension if they were currently using antihypertensive medications or if they had blood pressure readings above 140/90 mm,1,0,0,0
PMC3335898,Hg on two different occasions.,1,0,0,0
PMC3335898,Hypercholesterolemia was defined as having one or more serum cholesterol level readings above 6.2 mmol/L (240 mg/dL) [18].,1,0,0,0
PMC3335898,"Blood glucose control was assessed by measuring HbA1c levels, and values above 7% were considered uncontrolled [19].",1,0,0,1
PMC3335898,"The study protocol was approved by the ethics committee of Kashan University of Medical Sciences (Kashan, Iran).",0,0,0,0
PMC3335898,Informed consent was obtained from the patients before enrollment.,0,0,0,0
PMC3335898,"Statistical analysisIn a case-control study, cases and controls ideally match on all characteristics except the variable of interest.",0,0,0,0
PMC3335898,"In order to consider the confounding effects of unmatched characteristics, we treated them as covariates in a multiple logistic regression analysis.",0,0,0,0
PMC3335898,"Variables with P values less than 0.2 for differences between the two groups were considered to be covariates: these included age, marital status, literacy, hypertension, and hyperlipidemia.",0,0,0,0
