pmid,id,journal,abstract
18024949,Nielson 2007,angiology,"The objective of this study was to determine if elevations in blood glucose, in a range classified as impaired fasting glucose, are associated with a greater incidence of cerebrovascular disease in nondiabetic patients. Morning blood glucose determinations were evaluated with respect to subsequent stroke using records from 28 477 nondiabetic patients. Strokes and transient ischemic attacks (TIA) were identified from ICD-9 coding for a new event more than a year after baseline glucose determinations. Of the patients studied, 593 suffered stroke or TIA over a total risk analysis time of 100 982 years. Higher baseline morning glucose (100 to 126 mg/dL vs under 100 mg/dL) was associated with 31% more diagnoses (2.4% vs 1.8%, P < .001). Incidence rate was 5.3 per 1000 patient-years for those patients with glucose over 100 mg/dL and 3.9 per 1000 patient-years for those with glucose under 100 mg/dL (P <.001). Kaplan-Meier analysis showed that elevated baseline glucose was associated with a progressive, increased risk with time. A Cox proportional hazards model with adjustment for age, body mass index, sex, creatinine, lipids, smoking, and medications showed that elevated fasting glucose was associated with an increased hazard for a new event (hazard ratio 1.24, 95% CI 1.05-1.46, glucose over 100 mg/dL vs under 100 mg/dL). Thus, patients with higher baseline blood glucose levels in the absence of diabetes and after adjustment for covariants have a significantly greater risk for development of cerebrovascular disease."
17876378,Nigam 2007,canadian journal of cardiology,"Background: Chronic hyperglycemia plays a role in the pathogenesis of coronary artery disease (CAD); however, the cut-off level beyond which glycemia becomes detrimental is still controversial. Postprandial glycemia may be a stronger CAD risk factor than fasting glycemia in patients without documented heart disease. Objectives: To identify the contributions of fasting and postprandial glycemia to cardiovascular risk in patients with documented coronary artery disease. Methods: The Coronary Artery Surgery Study (CASS) registry is a database of 24,958 patients with suspected or proven CAD who underwent cardiac catheterization between 1974 and 1979. Median long-term follow up was 14.7 years (interquartile range 9.8 to 16.2 years). Clinical outcomes were evaluated according to fasting glucose levels and 2 h postprandial (postmeal) plasma glucose (2hPG) levels. A total of 13,176 patients with baseline fasting glucose levels and 1691 patients with 2hPG levels were identified. Results: Impaired fasting glycemia was associated with a 1.2-fold increase in both all-cause and cardiovascular mortality (adjusted hazard ratio 1.23; 95% CI 1.08 to 1.40 for cardiovascular mortality), while undiagnosed diabetes was associated with a 1.5-fold increased risk for the same end points. Postprandial hyperglycemia (2hPG of 7.8 mmol/L to 11.0 mmol/L following an average meal) was not associated with a significant risk of death after adjustment for traditional risk factors or in the presence of fasting glucose of less than 6.1 mmol/L. Conclusions: In CAD patients, impaired fasting glucose is associated with increased all-cause and cardiovascular mortality, whereas postprandial hyperglycemia following an average meal does not appear to be a risk factor."
17381496,Nilsson 2007,diabetic medicine,"AIMS: Between 1998 and 2005, a number of definitions of the metabolic syndrome (MetS) have been proposed. The aim of this population-based cohort study was to compare prevalence rates and the prediction of cardiovascular disease (CVD) using different definitions of MetS. METHODS: A total of 5047 non-diabetic subjects (66% women), from the city of Malmo, Sweden, were followed. The incidence of fatal and non-fatal CVD (cardiac events, n = 176, and stroke, n = 171) was monitored over 11 years of follow-up. MetS was defined in three different ways [by International Diabetes Federation (IDF), National Cholesterol Education Program--Adult Treatment Panel III (NCEP-ATPIII), or European Group for the study of Insulin Resistance (EGIR) criteria] based on data on waist circumference, blood pressure, serum triglycerides, High-density lipoprotein cholesterol and fasting blood glucose. The IDF definition identified 21.9% of the subjects having the MetS. Corresponding figures for the NCEP-ATPIII and EGIR definitions were 20.7 and 18.8%, respectively. RESULTS: After taking age, gender, low-density lipoprotein cholesterol and lifestyle factors into account, the hazard ratio (HR) for CVD event according to the IDF, NCEP-ATPIII and EGIR definitions were HR 1.11 (95% CI: 0.86-1.44), 1.59 (1.25-2.03) and 1.35 (1.05-1.74), respectively. The results were largely similar for cardiac and stroke events. CONCLUSIONS: The prevalence of Mets according to the IDF definition was higher in comparison with NCEP-ATPIII and EGIR definitions, but the IDF definition was not superior to these definitions for prediction of CVD events. This was true for both genders and questions the usefulness of the current IDF criteria of MetS in a North European, Caucasian population. In addition, single risk factors such as smoking had an equal prediction as the metabolic syndrome."
18249204,Oizumi 2008,metabolism,"Impaired glucose tolerance (IGT) is a known risk factor for cardiovascular disease, which includes stroke as well as coronary heart disease (CHD). We investigated whether IGT is a risk factor for stroke. The incidence of stroke and CHD in a cohort population (n = 2938) consisting of participants of the 1990-1997 Funagata study was assessed through interviews with the participants and their family members and reviews of death certificates and residence transfer documents through 2002. Glucose tolerance at the baseline was classified according to the criteria of the 1998 World Health Organization (normal glucose tolerance, n = 2189; IGT, n = 320; and diabetes, n = 286). The cumulative incidences among the groups were compared using the Kaplan-Meier product-limit method, and the risks of these conditions were evaluated by person-year and Cox proportional hazard methods. During the 147-month (mean, 116.5 months) follow-up, 158 (normal glucose tolerance, IGT, and diabetes: 94, 35, and 29, respectively) participants experienced a stroke and 94 (54, 16, and 24, respectively) experienced CHD. By the person-year method, IGT and diabetes were shown to be significant risk factors for stroke and CHD (odds ratio, 1.87 [95% confidence interval, 1.73-2.03] and 3.57 [3.21-3.98] for stroke; 1.53 [1.31-1.78] and 3.47 [2.91-4.14] for CHD, respectively). Cox proportional hazard analysis showed that IGT was a risk factor for stroke (age-, sex-, and hypertension-adjusted hazard ratio: 1.51 [95% confidence interval, 1.02-2.24], P = .039) but not for CHD (1.21 [0.69-2.313], .509). Impaired glucose tolerance is a risk factor for future stroke in a Japanese population."
15931618,Onat 2005,metabolism,"AIM: The objective of this study was to investigate sex-specific differences existing on the way from (abdominal) obesity and metabolic syndrome (MS) to type 2 diabetes mellitus (DM) and cardiovascular disease (CVD). METHODS: A population sample of 1974 men and women, representative of Turkish adults (mean age, 48 years), with normal glucose metabolism (GM) and free of CVD at baseline, was prospectively evaluated at a mean 4.1 years of follow-up. The term abnormal GM designated both DM and impaired fasting glucose (IFG). Metabolic syndrome was identified in 29% of men and 40% of women by the criteria of the National Cholesterol Education Program guidelines. Fatal and nonfatal CVD, diagnosed by clinical findings and Minnesota coding of resting electrocardiograms, developed in 121 subjects. RESULTS: The cohort was dichotomized by the presence or absence of MS and of obesity defined by a body mass index of 30 kg/m 2 or greater. Compared with the major female group with no obesity or MS, women with MS, regardless of the presence of obesity, predicted highly significantly the development of abnormal GM with relative risks exceeding 2, whereas no independent significant association was noted in men with MS. Similar divergence of sexes pertained to the prediction of diabetes. When age, smoking status, grade of physical activity, IFG, DM, and the 4 groups with obesity and MS were analyzed for the prediction of CVD by logistic regression, men with MS, regardless of the presence of obesity, predicted highly significantly CVD (with relative risks ranging from 2 to 4), but neither DM nor IFG contributed independently. Conversely, in women, abnormal GM predicted CVD independent of age, smoking status, and grade of physical activity, but the groups with obesity and MS failed to significantly contribute independently. CONCLUSIONS: In populations with prevalent MS, whereas women with normal GM are prone to DM within the context of MS and are exposed to CVD risk primarily by way of DM, men are prone to visceral adiposity, less susceptible to DM, and run CVD risk primarily by the intermediary of MS, largely independent of the DM component."
21769500,Onat 2013,acta diabetologica,"We determined in non-diabetic persons the risk of fasting and non-fasting glucose levels for pre-diabetes, diabetes, and coronary heart disease (CHD), including the roles of serum C-reactive protein (CRP) and HDL cholesterol, and delineated risk profiles of the pre-diabetic states. Over 71/4 years, 2,619 middle-aged Turkish adults free of diabetes and CHD were studied prospectively. Using different serum glucose categories including impaired fasting glucose (IFG, 6.1 6.97 mmol/L) and impaired glucose tolerance (IGT), outcomes were analyzed by Cox regression. IFG was identified at baseline in 112 and IGT in 33 participants. Metabolic syndrome components distinguished individuals with IFG from those with normoglycemia. Participants with IGT tended to differ from adults in normal postprandial glucose categories in regard to high levels of triglycerides, apoA I, and CRP. Diabetes risk, adjusted for sex, age, waist circumference, CRP, and HDL cholesterol, commenced at a fasting 5.6-6.1 mmol/L threshold, was fourfold at levels 6.1-6.97 mmol/L. Optimal glucose values regarding CHD risk were 5.0-6.1 mmol/L. Fasting and postprandial glucose values were not related to CHD risk in men; IGT alone predicted risk in women (HR 3.74 [1.16;12.0]), independent of age, systolic blood pressure, non-HDL cholesterol, waist circumference, smoking status, and CRP. HDL cholesterol was unrelated to the development of IFG, IGT, and diabetes, while CRP elevation independently predicted the development of diabetes. IGT independently predicts CHD risk, especially in women. HDL dysfunction associated with low-grade inflammation is a co-determinant of pre diabetic states and their progression to diabetes."
16874146,Palmieri 2006,european society of cardiology,"BACKGROUND: Cardiovascular risk factor research has recently broadened its focus based on new data indicating the benefits of low risk, i.e. favorable levels of all major risk factors. The aims of this study were to assess further the relation of low risk to coronary heart disease risk, and implications for prevention. DESIGN: We conducted a prospective population-based Italian study, of 7438 men and 13 009 women aged 35-69 years, with a mean follow-up of 10.4 years and validated first coronary events. METHODS: Baseline coronary heart disease risk was classified into three categories: low risk; unfavorable but not high risk; and high risk. To analyze the relation of these risk profiles to coronary heart disease incidence, age-adjusted, sex-averaged coronary heart disease incidence was calculated for persons free of coronary heart disease and stroke, stratified as baseline low risk, unfavorable but not high risk or high risk. To assess the independent relationship of individual risk factors to coronary heart disease incidence, multivariate proportional hazards models were computed for combinations of risk factors. RESULTS: Only 2.7% of participants met low risk criteria; 81.4% were high risk. Age-adjusted coronary heart disease incidence for the whole cohort was 37.1 out of 10000 person-years (men 59.0; women 15.3). No coronary heart disease events occurred in low-risk men, only two in low-risk women. For women and men who were not high risk, the age-sex standardized coronary heart disease rate was 62% lower than for high-risk participants. Blood pressure, need for antihypertensive medication, smoking, hyperglycemia, diabetes, total and high-density lipoprotein cholesterol were independently related to coronary heart disease risk. CONCLUSIONS: Favorable levels of all modifiable readily measured risk factors - rare among Italian adults - assure minimal coronary heart disease risk. Population-wide prevention is needed, especially improved lifestyles, to increase the proportion of the population at low risk."
17259502,Pankow 2007,diabetes care,"OBJECTIVE: We compared and contrasted cardiovascular disease (CVD) risk factors, subclinical manifestations of CVD, incident coronary heart disease (CHD), and all cause mortality by categories of impaired glucose regulation in nondiabetic individuals. RESEARCH DESIGN AND METHODS: The study included 6,888 participants aged 52-75 years who had no history of diabetes or CVD. All-cause mortality and incident CHD were ascertained over a median of 6.3 years of follow-up. RESULTS: Agreement between fasting and postchallenge glucose impairment was poor: 3,048 subjects (44%) had neither impaired fasting glucose (IFG) nor impaired glucose tolerance (IGT), 1,690 (25%) had isolated IFG, 1,000 (14%) had isolated IGT, and 1,149 (17%) had both IFG and IGT. After adjustment for age, sex, race, and center, subjects with isolated IFG were more likely to smoke, consume alcohol, and had higher mean BMI, waist circumference, LDL cholesterol, and fasting insulin and lower HDL cholesterol than those with isolated IGT, while subjects with isolated IGT had higher mean triglycerides, systolic blood pressure, and white cell counts. Measures of subclinical CVD and rates of all-cause mortality and incident CHD were similar in isolated IFG and isolated IGT. CONCLUSIONS: Neither isolated IFG nor isolated IGT was associated with a more adverse CVD risk profile."
25414153,Paprott 2015,diabetes care,"OBJECTIVE: This study examined the association of HbA1c-defined glycemic status and continuous HbA1c with all-cause mortality. RESEARCH DESIGN AND METHODS: The study population comprised 6,299 participants (aged 18-79 years) of the German National Health Interview and Examination Survey 1998, who were followed up for mortality for an average of 11.6 years. Glycemic status was defined as known diabetes (self-reported diagnosis or intake of antidiabetic medication) and based on HbA1c levels according to American Diabetes Association diagnostic criteria as undiagnosed diabetes (>=6.5% [>=48 mmol/mol]), prediabetes with very high (6.0 6.4% [42-46 mmol/mol]) or high diabetes risk (5.7-5.9% [39-41 mmol/mol]), and normoglycemia (<5.7% [<39 mmol/mol]). Associations between glycemic status and mortality were examined by Cox regression adjusting for age, sex, education, lifestyle factors, anthropometric measures, and history of chronic diseases (reference: normoglycemia). Spline models were fitted to investigate associations between continuous HbA1c and mortality among participants without known diabetes. RESULTS: Excess mortality risk was observed for participants with known diabetes (hazard ratio 1.41 [95% CI 1.08-1.84]) and undiagnosed diabetes (1.63 [1.23 2.17]) but not for those with high (1.02 [0.80-1.30]) or very high diabetes risk (0.87 [0.67-1.13]). Spline models revealed a U-shaped association, with lowest risk at HbA1c levels 5.4-5.6% (36-38 mmol/mol) and a significantly increased risk at <=5.0% (<=31 mmol/mol) and >=6.4% (>=46 mmol/mol). CONCLUSIONS: Unlike known and undiagnosed diabetes, HbA1c levels in the prediabetic range were not associated with an increased mortality risk. The observed U-shaped relationship adds to existing evidence that not only high but also low HbA1c levels might be associated with all-cause mortality."
30862232,Parizadeh 2019,european journal of preventive cardiology,"Aims: To investigate the sex-specific associations of prediabetes with major clinical outcomes including incident type 2 diabetes, chronic kidney disease, hypertension, coronary heart disease, stroke and all-cause mortality. Methods: Among 8498 Iranian adults from the Tehran Lipid and Glucose Study, aged ≥30 years and without diagnosed type 2 diabetes, gender-interactions were assessed for each outcome, followed by sex-separated multivariate-adjusted Cox proportional hazard models to calculate hazard ratios and 95% confidence intervals (CIs) of different prediabetes categories, including impaired fasting glucose (IFG), defined by the American Diabetes Association (ADA) and World Health Organization (WHO), as fasting plasma glucose of 5.6-6.9 mmol/L and 6.1-6.9 mmol/L, respectively, and impaired glucose tolerance, defined as 2-h post challenge plasma glucose of 7.8-11 mmol/L. Results: Sex-specific associations existed for men between IFG-ADA and chronic kidney disease (hazard ratio: 1.28, 95% CI 0.99-1.65; p interaction = 0.008) and between IFG-WHO and stroke (hazard ratio: 2.15, 95% CI 1.08-4.27; p interaction = 0.21); and for women between IFG-ADA and hypertension (hazard ratio: 1.24, 95% CI 1.04-1.48; p interaction = 0.06) and between impaired glucose tolerance and coronary heart disease (hazard ratio: 1.57, 95% CI 1.14-2.16; p interaction = 0.05). Among both genders, all prediabetes definitions were associated with type 2 diabetes but none with mortality. Conclusions: The hazards of prediabetes definitions may differ between genders depending on the outcome of interest. IFG-WHO among men and impaired glucose tolerance among women are particularly important because of their association with incident stroke and coronary heart disease, respectively. Considering these sex differences could improve personalized management of prediabetes."
26681712,Parrinello 2016,diabetes care,"Objective: We compared levels and associations of traditional (fasting glucose, HbA1c) and nontraditional (fructosamine, glycated albumin, and 1,5-anhydroglucitol [1,5-AG]) biomarkers of hyperglycemia with incident cardiovascular disease (CVD), incident end-stage renal disease (ESRD), and prevalent retinopathy in black and white adults. Research design and methods: We included 10,373 participants without (8,096 white, 2,277 black) and 727 with diagnosed diabetes (425 white, 302 black) from the Atherosclerosis Risk in Communities (ARIC) Study. We used Cox proportional hazards models to compare hazards ratios of CVD and ESRD among blacks and whites from baseline (1990-1992) through 2012. We compared the odds ratios (from logistic regression) of retinopathy among blacks and whites. We tested for the interaction of each biomarker with race. Results: Median values of biomarkers were higher among blacks versus whites (all P < 0.001). Relative risks for each biomarker with incident CVD and ESRD, and odds ratios for each biomarker with prevalent retinopathy, were similar by race (all P values for interaction by race >0.10). Conclusions: The prognostic value of HbA1c, fructosamine, glycated albumin, and 1,5-AG with incident CVD, incident ESRD, and prevalent retinopathy were similar by race. Our results support similar interpretation of HbA1c and nontraditional biomarkers of hyperglycemia among black and whites with respect to long-term complications."
30335505,Pavlovic 2019,european journal of preventive cardiology,"Background: We assessed the prevalence of newly diagnosed prediabetes and type-2 diabetes mellitus (T2DM), and their impact on long-term mortality in patients hospitalized for worsening heart failure with reduced ejection fraction (HFrEF). Methods: We included patients hospitalized with HFrEF and New York Heart Association (NYHA) functional class II-III. Baseline two-hour oral glucose tolerance test was used to classify patients as normoglycaemic or having newly diagnosed prediabetes or T2DM. Outcomes included post-discharge all-cause and cardiovascular mortality during the median follow-up of 2.1 years. Results: At baseline, out of 150 patients (mean-age 57 ± 12 years; 88% male), prediabetes was diagnosed in 65 (43%) patients, and T2DM in 29 (19%) patients. These patients were older and more often with NYHA class III symptoms, but distribution of comorbidities was similar to normoglycaemic patients. Taking normoglycaemic patients as a reference, adjusted risk of all-cause mortality was significantly increased both in patients with prediabetes (hazard ratio, 2.6; 95% confidence interval (CI), 1.1-6.3; p = 0.040) and in patients with T2DM (hazard ratio, 5.3; 95% CI, 1.7-15.3; p = 0.023). Likewise, both prediabetes (hazard ratio, 2.9; 95% CI, 1.1-7.9; p = 0.041) and T2DM (hazard ratio, 9.7; 95% CI 2.9-36.7; p = 0.018) independently increased the risk of cardiovascular mortality compared with normoglycaemic individuals. There was no interaction between either prediabetes or T2DM and heart failure aetiology or gender on study outcomes (all interaction p-values > 0.05). Conclusions: Newly diagnosed prediabetes and T2DM are highly prevalent in patients hospitalized for worsening HFrEF and NYHA functional class II-III. Importantly, they impose independently increased long-term risk of higher all-cause and cardiovascular mortality."
25624343,Qiu 2015,hypertension,"Whether prediabetes mellitus alone or combined with other disorders means a higher risk for cardiovascular disease (CVD) is still controversial. This study aimed to investigate the association between prediabetes mellitus and CVD and diabetes mellitus and to explore whether prediabetes mellitus alone or combined with other syndromes, such as hypertension, could promote CVD risks significantly. This longitudinal population-based study of 1609 residents from Shanghai in Southern China was conducted between 2002 and 2014. Participants with a history of CVD at baseline were excluded from analysis. Multivariate log binomial regression models were used to adjust possible coexisting factors. Incidence of CVD during follow-up was 10.1%. After adjusting for age, sex, and other factors, the association between prediabetes mellitus and CVD was not observed. When hypertension was incorporated in stratifying factors, adjusted CVD risk was elevated significantly (odds ratio, 2.41; 95% confidence interval, 1.25 4.64) in prediabetes mellitus and hypertension combined group, and coexistence of diabetes mellitus and hypertension made CVD risk highly significantly increased, reaching 3.43-fold higher than the reference group. Blood glucose level within prediabetic range is significantly associated with elevated risks for diabetes mellitus after multivariable adjustment, but only when it is concurrent with other disorders, such as hypertension, it will significantly increase CVD risk."
25770690,Rebnord 2015,atherosclerosis,"Objective: Associations of glycated hemoglobin A1c (HbA1c) levels to incident coronary and cardiovascular events among non-diabetic patients with coronary artery disease are unclear. We investigated relations of HbA1c to long-term prognosis in such patients. Methods: A prospective cohort of 2519 patients undergoing elective coronary angiography for suspected stable angina pectoris (SAP) was divided into pre-defined categories according to HbA1c (%) levels (<5.0, 5.0-5.6 (reference), 5.7-6.4), and followed for median 4.9 years. The primary end-point was major coronary events (including non-fatal and fatal acute myocardial infarctions, and sudden cardiac death). Secondary end-points were death from cardiovascular disease (CVD) and all-cause mortality. Hazard ratios (HRs) (95% confidence intervals [CIs]) were obtained by Cox regression. Results: Median age at inclusion was 62 years, 73% were males, median HbA1c was 5.6% and random plasma-glucose 5.4 mmol/L. After multivariate adjustment, HbA1c levels within the pre-diabetic range were not associated with risk of major coronary events, HR (95% CI): 1.13 (0.79-1.62); P=0.49, death from CVD or all-cause mortality HR (95% CI): 0.95 (0.55-1.66) and 1.04 (0.70-1.53), respectively; P≥0.85. Similarly, there was no significant association between HbA1c values within the lowest category and risk of study outcomes, (P≥0.18). Conclusion: In non-diabetic patients with suspected SAP, there was no overall association between HbA1c levels and prognosis, questioning an independent role of glycemia in the pathogenesis of atherosclerotic complications in these patients."
26773930,Rhee 2016,metabolism,"OBJECTIVE: Diabetes and prediabetes subjects have increased risk for mortality. We analyzed the mortality risk due to all causes, cardiovascular disease (CVD) and cancer in Korean subjects participating in a health-screening program according to baseline glycemic status and HbA1c levels. MATERIALS/METHODS: Among 241,499 participants of a health-screening program between 2005 and 2012, the risk of death from all causes, CVD, and cancer was calculated based on the baseline glycemic status (normoglycemia, prediabetes, and diabetes) and HbA1c levels. Uncontrolled diabetes was defined as HbA1c>=7.0%. Vital status and confirmation of the cause of death were based on the analysis of death certificate records from the National Death Index. RESULTS: During 923,343.1 person-years of follow-up, 877 participants died. The multivariable-adjusted hazard ratios (HR) of subjects with controlled and uncontrolled diabetes to normoglycemic subjects for all-cause mortality were 1.58 (95% CI 1.24-2.03) and 2.26 (95% CI 1.78-2.86), respectively. The HRs of subjects with controlled and uncontrolled diabetes to normoglycemic subjects for mortality due to cancer were 1.75 (95% CI 1.23-2.48) and 1.67 (95% CI 1.13-2.45). However, glycemic status was not significantly associated with the risk of mortality due to CVD. The subjects with HbA1c higher than 6.5% showed more than 2-fold increased risk for all-cause mortality and the subjects with HbA1c lower than 5.2% showed increased HR (1.45, 95% CI 1.06-1.97) compared with those with HbA1c of 5.5% in subjects not taking anti-diabetic medications. CONCLUSIONS: Mortality risk from all causes and cancer significantly increased in diabetes subjects regardless of the glucose control status. In subjects not taking anti-diabetic medications, both high and low HbA1c resulted in increased risk for all-cause mortality."
32272722,Rhee 2020,journal of clinical medicine,"Background: High blood glucose level has a linear relationship with all-cause mortality. However, the influence of glycemic abnormality on mortality differs by age group. We aimed to analyze all-cause mortality according to glycemic status, age groups, and comorbidities using a national health database. Methods: The 6,330,369 participants who underwent Korean National Health Screening in 2009 were followed up until 2016, with a median follow-up of 7.3 years. All-cause mortality rates were analyzed according to glycemic status (normoglycemia, impaired fasting glucose [IFG], newly diagnosed diabetes, diabetes duration <5 years, diabetes duration ≥5 years), age groups (20-39, 40-65, and ≥65 years), and comorbidities using the Korean National Health Insurance System database. Results: At baseline, 712,901 (11.3%) subjects had diabetes. Compared with subjects without diabetes, those with diabetes at baseline showed increased mortality risk after adjustment for multiple risk factors (hazard ratio [HR] 1.613; 95% confidence interval [CI] 1.598,1.629), and those with IFG showed a significantly increased mortality risk compared with normoglycemic subjects (HR 1.053; 95% CI 1.042,1.064). Mortality risk associated with glycemic status decreased gradually from younger to older age groups and was consistently higher in those with diabetes with coronary heart disease, ischemic stroke or decreased renal function than those without comorbidities. Conclusion: Compared with normoglycemic subjects, subjects with diabetes and IFG had an increased mortality risk and the mortality risk was higher in the younger age group than in the older age group. The presence of diabetes and comorbid diseases synergistically increased mortality risk."
17259503,Rijkelijkhuizen 2007,diabetes care,"OBJECTIVE: To optimize identification of future diabetic patients, the American Diabetes Association (ADA) introduced criteria for impaired fasting glucose (IFG) in 1997 (IFG 6.1 mmol/l [IFG6.1]) and lowered the threshold from 6.1 to 5.6 mmol/l (IFG5.6) in 2003. Our aim was to assess the consequences of lowering the IFG cutoff on the risk of cardiovascular disease (CVD) mortality and to evaluate whether this risk is explained by a conversion to type 2 diabetes within 6.4 years. RESEARCH DESIGN AND METHODS: In a population-based cohort, the Hoorn Study, plasma glucose was determined in 1989 and 1996 (n = 1,428). Subjects were classified in 1989 according to 1997 and 2003 ADA criteria. Subjects with IFG in 1989 were further classified according to diabetes status in 1996. Hazard ratios for CVD mortality (n = 81) in the period 1996-2005 were adjusted for age and sex. RESULTS: Subjects with IFG6.1, but not IFG5.6, had a significantly higher CVD mortality risk than normal fasting glucose (NFG) subjects. Subjects who converted from IFG to diabetes (IFG6.1: 42%; IFG5.6: 21%) had a more than twofold risk of CVD mortality (IFG6.1: 2.47 [1.17-5.19]; IFG5.6: 2.14 [1.12-4.10]) than subjects with NFG. IFG subjects who did not develop diabetes did not have significantly higher CVD mortality risks (IFG6.1: 1.50 [0.72-3.15]; IFG5.6: 1.15 [0.69-1.93]). CONCLUSIONS: The lower cutoff for IFG (ADA 2003 criteria) results in a category of IFG that no longer represents a high-risk state of CVD. Furthermore, only subjects who convert from IFG to diabetes have a high risk of CVD mortality."
30273572,Robich 2019,annals of thoracic surgery,"Background: A patient's hemoglobin (Hb) A1c level, regardless of diabetic status, is a measure of glycemic control. Studies have found it is an independent predictor of short-term death in patients undergoing coronary artery bypass grafting (CABG). In this study, we used preoperative HbA1c to assess whether levels are associated with short-term and long-term survival after CABG. Methods: From a regional registry of consecutive cases, we identified 6,415 patients undergoing on-pump isolated CABG from 2008 to 2015 with documented preoperative HbA1c level. We defined four HbA1c groups: less than 5.7% (n = 1,713), 5.7% to 6.4% (n = 2,505), 6.5% to 8.0% (n = 1,377), and more than 8% (n = 820). Relationship to in-hospital outcomes and long-term survival was assessed. Outcome rates and hazard ratios were adjusted for patient and disease risk factors using multivariable logistic regression and Cox models. Results: The study included 3,740 patients (58%) not diagnosed as having diabetes and 2,674 with diabetes. Prediabetes (HbA1c 5.7% to 6.4%) was documented in 52% (n = 1,933) of nondiabetic patients. Higher HbA1c values were associated with younger age, female sex, greater body mass index, more comorbid diseases, lower ejection fraction, more 3-vessel coronary disease, and recent myocardial infarction (p < 0.05 trend for all). After adjustment for patient risk, greater HbA1c values were not associated with higher rates of in-hospital death or morbidity. Long-term survival was significantly worse as HbA1c increased. Risk of death increased by 13% for every unit increase in HbA1c (adjusted hazard ratio, 1.13; 95% confidence interval, 1.07 to 1.19; p < 0.001). Conclusions: Preadmission glycemic control, as assessed by HbA1c, is predictive of long-term survival, with higher levels associated with poorer prognosis. Whether this risk can be modified by better glycemic control postoperatively remains to be determined."
12032097,Rodriguez 2002,diabetes care,"OBJECTIVE: To compare the prevalence of diabetes according to the American Diabetes Association (ADA) and World Health Organization (WHO) classifications in a sample of elderly Japanese-American men; to examine the association with total and cardiovascular mortality by diabetes status using both classifications; and to determine whether the fasting or 2-h glucose measurement is a stronger predictor of adverse outcomes. RESEARCH DESIGN AND METHODS: Examinations given from 1991 to 1993 in the Honolulu Heart Program were used as baseline for these analyses. Subjects were 71-93 years of age at that time and were followed for total and cardiovascular disease mortality for up to 7 years. RESULTS: A total of approximately 66% of individuals who had diabetes by WHO criteria were missed when the ADA definition was used. The relative risks of total and cardiovascular mortality for those with versus those without diabetes were similar for both definitions; however, when fasting and postload glucose measures were analyzed as continuous variables, the 2-h measurement was a superior predictor and was independent of fasting glucose. In contrast, fasting glucose was not an independent predictor of these outcomes in the presence of the 2-h measurement. CONCLUSIONS: The prevalence of glucose metabolism abnormalities was very high among elderly Japanese-American men. The WHO classification was superior to the ADA classification in identification of subjects at high risk for adverse outcomes. Therefore, we conclude that the 2-h glucose measurement is valuable and should be retained in epidemiologic studies."
24466339,Rutten-Jacobs 2014,plos one,"Background: Diabetes diagnosed prior to stroke in young adults is strongly associated with recurrent vascular events. The relevance of impaired fasting glucose (IFG) and incidence of diabetes after young stroke is unknown. We investigated the long-term incidence of diabetes after young stroke and evaluated the association of diabetes and impaired fasting glucose with recurrent vascular events. Methods: This study was part of the FUTURE study. All consecutive patients between January 1, 1980, and November 1, 2010 with TIA or ischemic stroke, aged 18-50, were recruited. A follow-up assessment was performed in survivors between November 1, 2009 and January 1, 2012 and included an evaluation for diabetes, fasting venous plasma glucose and recurrent vascular events. The association of diabetes and IFG with recurrent vascular events was assessed by logistic regression analysis, adjusted for age, sex and follow-up duration. Results: 427 survivors without a medical history of diabetes were included in the present analysis (mean follow-up of 10.1 (SD 8.4) years; age 40.3 (SD 7.9) years). The incidence rate of diabetes was 7.9 per 1000 person-years and the prevalence of IFG was 21.1%. Patients with diabetes and IFG were more likely to have experienced any vascular event than those with normal fasting glucose values (OR 3.5 (95%CI 1.5-8.4) for diabetes and OR 2.5 (95%CI 1.3-4.8) for IFG). Conclusions: Diabetes or IFG in young stroke survivors is frequent and is associated with recurrent vascular events. Regular screening for IFG and diabetes in this population, yields potential for secondary prevention."
21300356,Saito 2011,atherosclerosis,"OBJECTIVE: Although diabetes has a great impact on coronary heart disease (CHD) in Western populations, there is limited evidence that diabetes influences CHD in the Japanese population. METHODS: The Japan Public Health Center-based prospective (JPHC) study conducted a follow-up of 31,192 individuals aged 40-69 years with no history of cardiovascular disease or cancer. Subjects were classified at baseline as normal, borderline diabetic or diabetic based on fasting and non-fasting blood glucose levels and the use of medication to treat diabetes. A Cox proportional hazards model was used to determine the association between diabetes and the risk of fatal and non-fatal CHD events after adjustment for potential confounders. RESULTS: During 12.9 years of follow-up (1990-2006), we identified 266 fatal and non-fatal coronary events using validated criteria. With normal individuals serving as a control, the hazard ratios for total incident CHD events after adjusting for sex, age, study community and fasting were 1.65 (95% CI, 1.19-2.29) and 3.05 (2.03-4.59) in the borderline and diabetic groups, respectively. These associations remained significant after adjustment for conventional risk factors. The population attributable fractions (PAF) of borderline diabetes and diabetes for CHD events were 6.9% and 6.3%, respectively. Furthermore, there was a trend for an association between an impaired fasting glucose (5.6-6.9 mmol/l) and an increased risk of CHD events. CONCLUSIONS: This prospective study suggests that diabetes and elevated glucose levels are associated with incident CHD in the general Japanese population. The PAF of diabetes for fatal and non-fatal coronary events was estimated to be moderate."
